sessionId	categorys	items
20587	5,5	1077,2058
20588	5,5	2334,4067
20605	2,2	1835,3542
20608	8,8,8,8	2041,2042,2043,2040
20612	5,5,5	1686,2168,1686
20615	2,2,2,2,2	1429,190,45,1657,1656
20617	2,2,2,2,2,2,2,2	4585,2106,985,2106,2107,2106,4585,2106
20622	5,3,3,3,3,3,3,0	4586,3181,4384,3181,2139,4587,2139,399
20623	0,0,0,0,0,0,0,0	188,199,188,199,188,199,188,199
20633	5,5,5	1314,1660,3204
20640	2,2,2	1022,244,54
20641	6,6	1364,3219
20646	5,5	2574,2449
20662	2,2	852,366
20676	8,8	943,687
20683	3,1,1,1	938,3397,2547,3397
20685	5,5	602,1098
20692	6,0	2320,1422
20693	6,6	3281,2575
20694	4,4,4,4	1374,2099,1374,2099
20704	5,5	806,342
20707	2,2	720,254
20710	5,5	557,2558
20711	2,2	855,3243
20713	0,0	492,1406
20716	1,1,1	2984,2983,2984
20727	0,0	2091,3092
20729	2,2,2,2,2	688,40,688,911,160
20730	2,2,2	94,93,2031
20739	7,7,7	4449,4588,4589
20740	0,0	80,234
20741	2,2	4200,190
20756	2,2	4146,4590
20757	2,2	429,733
20758	0,0	407,1787
20763	2,2,2	3699,4591,4592
20765	0,0,0,5	889,1245,3564,4440
20766	8,8	4421,4593
20772	1,1,1	358,102,103
20774	0,0,0,0,0,0,0,0,0,0,0,0	155,156,155,157,156,2959,3471,890,399,946,186,2214
20779	2,2,2	235,854,235
20784	8,8	216,163
20785	4,4,4	304,1374,304
20788	0,0	3404,120
20789	5,5,5	2494,3389,2494
20791	4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4	4594,1569,4595,1569,2477,2950,2854,268,267,270,3858,270,2705,4596,3748,3170,2953,1661
20793	8,8,8,8	830,828,831,832
20799	2,2,2	1448,884,901
20801	0,0,0	1042,3251,1118
20811	0,0	3185,3186
20814	2,2,2	244,962,244
20820	5,5	2238,3682
20823	8,8	828,830
20825	0,0,0	4078,3560,1426
20831	2,2	1132,180
20841	2,2,2	1159,1158,3805
20842	0,0,0,0,0,0,0,0,0,0	2440,728,155,157,156,157,155,735,890,492
20845	6,6,6,6	2787,82,83,2787
20849	2,2,2,2,2,2,2	1624,3451,619,619,619,3451,619
20854	2,2	872,3298
20865	5,5	4063,1343
20866	0,0	785,439
20870	2,2,2,2,2,2,2,2,2,2,2	168,161,1881,168,1094,6,572,2145,1380,2145,572
20871	0,0	2091,573
20875	0,0	785,116
20879	0,0	128,129
20884	5,5,5,5,5,5,5	449,1185,1077,671,339,228,671
20886	5,5,5	1468,2655,2050
20890	0,0	785,74
20919	6,6	2194,2757
20930	0,0	4597,1647
20945	5,5,5	3674,2728,1266
20947	5,5,5,5	1338,4598,4599,4600
20954	0,0,0,0,0,0,0,0,0	1041,979,980,4601,889,3642,945,4444,10
20955	1,1,1,1	686,4602,2063,3579
20968	2,2,2	838,2026,838
20971	12,7	1614,3621
20972	2,2,2,2,2	1123,4348,160,161,42
20975	2,2	2254,652
20978	5,5,5,5,5	1137,4079,1628,1521,4603
20979	2,2	1541,729
20986	2,2,2,2,2	1149,874,1149,873,1149
20996	2,2	4604,886
20998	6,6	4605,4606
21004	8,8	4420,2474
21006	1,1,1,1	2545,3313,3271,2545
21007	8,5	3395,4035
21011	1,1,1	4115,2782,4115
21015	0,0	516,31
21016	0,0,0,0	199,74,116,785
21024	2,2,2,2	1014,851,4505,851
21026	0,0,0,0	980,3862,1218,714
21029	2,2	493,189
21035	5,5,5,5,5,5,5,5	379,376,377,379,226,375,2229,379
21038	5,5	3754,3446
21043	1,0	522,1035
21046	2,2,2,2	4026,1321,3,3125
21048	0,0	188,3046
21049	0,0,0	754,74,116
21053	5,5,5	342,806,724
21054	1,1,1	3357,2486,3357
21058	0,0,0	130,50,3404
21061	0,0	2091,1817
21065	2,2	258,1947
21066	1,1	3316,3969
21070	0,0,0	3390,128,170
21071	5,5,5,5	1811,1810,1811,1810
21073	5,5,5,5,5	2780,2264,2265,4051,2265
21074	5,5	2673,2672
21078	2,2	1727,4607
21080	2,4,4,4,4,2	2964,1960,482,1282,579,2466
21084	1,1	2594,2594
21085	8,8	60,687
21091	0,0,0,0,0,0,0,0,0,0	781,1425,545,543,950,781,410,3601,1522,1498
21094	1,1,1,1,0,0,1,0,1,1,0,0	3561,3490,3561,3832,3234,3233,3703,738,3703,3786,2214,155
21097	8,8	2330,2773
21107	2,2,2,2,2,2,2,2	18,47,48,366,4608,852,520,18
21114	2,2	275,4003
21118	5,5	1585,670
21121	0,0,0	126,3266,123
21139	6,6,6,6	833,1054,2575,1143
21142	5,5,5,5	3050,1750,2050,2655
21143	2,2	875,1149
21144	0,0,0,0,0	2489,4014,2499,4609,2777
21145	0,0,0,0	1937,1935,26,715
21150	5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5	592,590,388,4610,4345,1547,3005,4568,1811,4611,1732,4612,3455,392,3204,4613,4614,1308,1306,2728,3674,590,3057,1173,1465,782
21151	0,0,0,0	785,754,188,30
21156	0,0,2	74,715,344
21171	6,3	2575,2179
21173	0,0,0,0	979,1862,3348,463
21177	0,0	945,1244
21181	3,0	3816,682
21182	0,0	130,1817
21186	2,2,2,2,2,2	161,168,1094,1272,1092,6
21189	12,7	1703,3869
21191	5,5	3792,2904
21193	2,2	594,1094
21200	5,5	2191,4615
21204	0,0,0,0,0,0,0	234,648,400,3769,132,134,4616
21212	2,2,2	3262,1444,3262
21213	1,1	3287,684
21217	2,2,2,2	3864,1900,1980,1951
21218	0,0,0,0,0,0,0,0,0,0,0	1286,1646,3165,3772,1042,968,1118,25,2166,2167,800
21223	4,8	534,4617
21225	4,4,4,4,4	2707,2706,3643,2709,2706
21230	4,4	2576,3744
21233	2,2	220,148
21235	2,2	240,879
21246	8,5,8	2556,1766,3662
21248	8,8,8	3662,4557,4618
21249	8,8	4176,2040
21255	4,4,4,4	1880,1880,1281,1880
21256	4,4	1880,1880
21257	1,1	1561,2357
21259	2,2,2,2	3899,4032,552,3258
21265	0,0	1863,32
21270	6,6	2200,2198
21272	0,0,5	681,399,1181
21279	2,2	308,307
21288	2,2,2,2	2189,2461,2460,1725
21291	4,4	579,3691
21292	5,5	1478,1478
21296	5,5	3842,3187
21301	0,0	130,1817
21306	0,0,0	779,682,778
21308	2,2,2,2,2,2,2	1701,1511,4454,1511,1638,1783,4369
21314	0,0,0,0,0,0,0	73,74,116,73,74,754,439
21318	0,0,0,0,0,0	1555,3059,1935,1937,1036,26
21324	4,4	4619,2478
21329	1,1,1,1,0	3490,3832,3876,3561,63
21338	4,4,4	2670,3244,3245
21339	0,0,0,0	182,3404,1817,1231
21340	2,2,2,2,2,2	17,18,19,48,367,17
21342	2,2	1900,4177
21343	2,2,2	189,1440,189
21347	0,0	4620,1863
21359	2,2	1378,240
21361	2,2,2,2,2,2,2	1596,770,771,770,764,368,2519
21364	5,5	1490,4019
21371	2,2,2,2,2	344,348,344,23,348
21374	0,0	73,74
21377	0,0	2947,408
21380	2,2	2502,3872
21386	4,4,4,4,4	824,3850,3692,272,3692
21392	2,6	552,2758
21393	4,4,4,4	2187,881,1279,881
21398	0,0,0,0	517,165,314,313
21399	8,8	1485,1486
21417	0,0	3321,3473
21422	2,2	2873,4621
21424	2,2	2522,2521
21425	2,2,2,2,2,2,2	719,729,173,457,1971,1049,600
21429	0,0,0	74,30,785
21437	1,0,0	593,979,288
21441	1,1,1,1,1	3578,2545,3807,3697,2545
21447	6,2,2,2,2,2,2,2,2,2,2,2,2	1918,251,1159,3805,1159,4622,1158,2732,1159,1158,1159,256,4409
21449	0,0,0	573,2091,3494
21451	2,2,2,2	2866,2559,2174,3200
21460	5,5,5	3482,4259,4623
21468	5,5	1136,1348
21475	0,0	785,74
21492	2,2,2	1450,1449,3814
21498	2,2,2,2,2,2	344,348,346,1471,1062,49
21504	5,5	3536,1807
21505	1,1,1	4496,4495,4624
21511	2,2	2512,761
21517	5,5	4625,4626
21518	5,5	4625,4626
21519	5,5,5,5	4625,4626,4625,4626
21542	2,2	2552,4627
21547	2,2,2,2,2,2,2,2,2,2,2,2,2	148,552,435,87,964,435,729,1540,4470,1720,4098,4261,625
21548	5,5,5	450,2631,380
21549	0,0	1817,130
21550	5,5,5,5	1587,3649,3650,1587
21551	4,4	1570,1570
21553	2,2,2	87,964,87
21554	2,2	311,252
21555	0,0	73,199
21563	1,2,2,2,2,2,2,2,2,2,2,2,2,2	1494,607,608,607,1706,1707,607,608,607,608,1707,608,607,608
21567	3,3	21,4628
21573	1,1,1,1	2983,2984,2839,2983
21574	1,1	2984,1731
21576	8,8	1792,1454
21577	6,6	4295,1084
21587	2,2,2,2	3144,846,803,3144
21594	2,2	145,107
21595	2,2	1440,189
21598	2,5,2	1972,939,3632
21599	1,1,1	3180,4377,794
21605	1,1	322,581
21606	8,8	2041,2040
21619	7,7,7,7,7,7	4629,276,276,4630,4631,4237
21620	4,4	4632,655
21628	1,1,1,1,1,1,1,1,1	775,138,775,1419,775,4633,4634,139,4390
21630	2,2	146,3899
21643	0,0,1,0,0,0	4374,1863,2545,3242,517,516
21649	0,0,0	3769,127,187
21650	0,0,0,0,0,0,0,0,0,0,0	500,3769,2933,128,3390,170,129,132,50,4368,1866
21651	0,0,0,0	1352,648,2214,9
21652	0,0,0	3450,501,500
21657	8,5	1791,1264
21658	2,2,2	667,1434,667
21664	2,2	2785,1177
21668	2,2,2,2,2,2	2020,3262,1444,2019,4464,2020
21671	0,0,0,0,0,0,0	3029,1848,779,1824,682,2646,661
21680	3,3	937,937
21686	8,8	60,1027
21688	2,2	294,4566
21694	5,5,5	1329,1332,1329
21697	1,1	3527,3314
21712	0,0	289,682
21714	1,1,1,1,1	3313,3314,3697,3272,3314
21723	2,2	22,1528
21728	0,0,0	74,199,785
21732	1,1,1	2064,284,149
21735	0,0,0,0,0,0	130,3205,52,51,130,1817
21736	2,2,2,2	4635,4635,4635,4635
21737	2,2	252,311
21740	2,2,2	2344,3041,2344
21741	2,2	161,688
21743	3,0,0,0,0,0,0,2,2	3901,3376,2959,3696,1406,156,3210,1448,576
21750	0,0,0,0,2,2,2,2,0,0,0,0,0,0,0	3684,407,27,398,1985,2769,493,1985,27,3289,3910,46,31,26,517
21752	5,5	724,342
21764	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1241,2754,1036,1424,1422,1423,192,527,192,968,25,1936,1914,30,74
21767	5,5	1478,1587
21772	5,5	1169,1167
21784	0,0	199,116
21789	2,2	849,848
21790	2,2	3911,799
21791	2,2,2,2,2	17,19,366,367,17
21794	0,0	889,155
21797	1,2	640,352
21799	2,2,1	352,2364,640
21800	8,8	60,687
21802	5,5,5	679,4636,3057
21803	2,2,2	3970,1995,2650
21808	5,5,5,5,5,5,5,5,5	4253,2470,1806,3010,1804,298,3241,4008,1713
21810	2,2,2	2872,2033,993
21812	0,0	74,30
21815	2,2	4637,2536
21819	0,0	516,26
21820	5,5,5	3230,228,449
21822	2,2,2,2	1191,4638,1816,1432
21826	0,0	73,74
21838	5,10,6	2017,704,705
21839	5,5,5	382,1917,230
21842	1,1,1	3490,3527,3264
21847	5,5	67,2813
21854	0,0,0,0	130,3092,3404,129
21856	0,0	26,4028
21858	0,0	130,945
21861	2,2	2853,2697
21865	2,2	1045,1799
21866	2,2,2,2	2734,2420,4639,2420
21872	2,2,2,2,2,2,2,2,2,2	4533,2484,3607,2221,2588,1780,2379,2484,4432,4100
21876	2,2,2	180,179,180
21878	2,2	2430,842
21880	5,5,5	4255,4640,3753
21882	12,7	2392,3770
21884	0,0,0	187,234,3450
21889	0,0	785,116
21890	0,0,0,0	3029,1271,978,1555
21892	1,0,0,0,0,0,0	3786,3354,1417,3471,3693,2683,1949
21898	0,0	73,74
21902	0,0	3404,128
21903	5,5,5,5	1489,3049,3048,3049
21904	8,8,8	4641,4642,364
21924	2,2	863,1898
21925	5,5	1479,1478
21929	0,0	682,63
21935	5,5	1098,602
21945	8,8	60,406
21951	0,0	126,187
21957	8,8	1347,292
21971	0,0	3343,1231
21973	6,2,2,2	4643,258,4644,1670
21980	8,8	2897,2114
21984	0,0,0,0	3771,462,3910,463
21987	1,1,1,1,1,0	3527,3490,3527,3490,3527,3564
21988	5,5,5,5	4428,4645,4428,1284
21997	1,1	1561,4042
21998	0,2	3354,4646
22005	0,0,0,0	3205,181,182,512
22006	6,6	75,4142
22009	4,4,4,4,4	2109,2110,2109,2110,2953
22022	2,2,2	366,18,235
22024	5,5,5	2617,1079,2617
22032	8,8	1027,60
22043	6,6	1464,3311
22045	0,0	313,314
22046	5,5,5	4647,4648,4649
22047	0,0	73,74
22050	0,0	516,517
22052	2,2,2,2,2,2,2,2,2	3991,448,2562,4650,3830,3991,3991,3551,3991
22054	2,2,2,2	1442,1443,262,1442
22058	3,3,3	4338,669,4651
22060	6,6	4652,3324
22066	5,5,5	1314,1174,671
22067	5,5,5,5,5,5,5,5,5,5,5,5,5,5,5	2615,1309,3204,496,1736,496,1314,782,3204,1314,2977,2790,2977,1750,2791
22069	2,2,2,2,2	88,262,493,88,2669
22072	4,4	153,152
22080	5,5	319,320
22084	2,2	2034,1150
22100	2,2,2,2	551,297,3090,3089
22104	2,8,8,8,8,8	3040,2040,2556,4557,2556,4653
22108	1,1	2908,214
22131	8,6,6,6,6,6,6	2040,821,2200,2199,2200,4276,4654
22134	2,2,2	2354,2355,2356
22138	8,8	60,687
22140	2,2,2,2,2,2	1622,2744,1623,702,41,39
22146	6,6	328,1221
22156	0,0	116,30
22162	1,1,1,1	4115,3909,4116,1833
22172	0,0	73,188
22182	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	3564,1817,130,3404,3390,50,130,171,1817,3205,3404,3092,3242,2214,10,945,573,2091,3494
22186	0,0	165,73
22189	1,5	4117,3319
22190	2,2,2,2	3365,1020,2097,1080
22191	2,2,3,0,0,0,0	352,2364,4068,3494,2091,1255,3472
22196	5,6,2,2	89,417,4330,1123
22209	0,0,0,0,0,0	573,2091,400,639,915,573
22211	0,0	199,785
22215	2,2	4388,2769
22231	0,0,0,0	170,128,3473,3321
22234	0,1,0,0,0	52,3263,492,3210,3564
22237	5,5	1172,2999
22252	1,1	3572,2908
22254	5,5	388,590
22272	6,6,6,6,6,6,6	2496,1301,2496,1301,2496,1301,2496
22279	2,2	3361,1371
22293	2,2,2	3024,4046,798
22303	6,6,6,6,6,6,6,6,6	2194,2195,2757,2195,2757,2758,2757,2758,2757
22307	2,2,2,2	666,4127,1371,4127
22313	0,0	682,779
22315	2,0,0,0	2097,32,62,641
22316	0,0,0,0,0	1817,3205,1817,2091,573
22326	8,8,8	292,1347,293
22327	1,1,0,0,0	3652,3527,3404,3493,3404
22329	2,2,2,2,2,2,2,9,9,9	2237,266,1216,240,248,3,240,4655,4656,4655
22335	2,2,2	3596,3942,803
22336	2,2,2	1354,691,3702
22343	8,8,8,8,8,8,6	2302,2086,3353,4657,3548,4122,4514
22344	2,2,2,2,2,2,6,6	4658,4659,3756,4660,3756,3024,3256,76
22364	5,5	1917,230
22365	0,0,0,0,0,0,0	129,512,128,129,181,170,3390
22366	7,7,7,7,6	4661,4662,3430,1106,2636
22371	2,2	664,594
22375	5,5	651,1228
22387	2,2	4663,3868
22389	0,0,0,2	1016,1157,3772,1434
22390	2,2	241,879
22392	2,2,2	248,252,3918
22401	0,0,0,0	544,781,543,1425
22402	1,1,0,0,0,0,17,0,1	137,891,400,3471,1949,728,1244,1417,1147
22408	5,5,5,5,5,5,5,5,5,5,5,5	558,1465,4664,1264,1944,1264,1265,1837,4546,3455,1732,4481
22409	8,8,8,8	3495,3496,3638,3495
22430	2,2,2	2371,1349,2371
22434	5,5	342,4665
22435	1,1	2258,4666
22440	5,5,5	2631,2191,4615
22445	8,8	2296,2294
22450	5,5	4314,4344
22457	5,5,5	2656,3842,2656
22458	2,2,2,2,2,2	4667,4054,616,4668,4054,616
22461	0,0,0,0,0,0	30,74,73,439,199,3592
22464	6,3	85,4012
22465	2,6,1,2	4669,327,4670,2892
22467	2,2,2,2,2,2,2,2,2	3361,3196,3709,1969,356,2081,404,2685,2914
22472	0,0	2283,661
22474	6,6,6,6,6,6	2320,2321,4671,2320,2321,4672
22477	2,2,2,6	2964,2124,3387,1912
22478	2,2,2	3387,2964,2124
22484	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	116,785,73,74,199,439,30,785,73,74,439,785,73,199,116,785
22492	6,5,6	38,37,4673
22499	3,3,3	3816,3822,3816
22502	0,8,8	2859,2114,2115
22506	2,2	875,1620
22509	11,5,5	1076,1838,1587
22510	5,5	226,450
22518	0,0	116,199
22521	8,8	2204,1487
22528	2,2,2,2,2	507,2237,242,507,3
22542	2,2,5,5,5,5,5,5,5,5	2760,190,2811,3047,2821,2822,3102,3101,1691,4306
22544	2,2,2	244,371,245
22546	8,8	468,1347
22547	1,1	2993,3695
22550	2,2,2,2,2,2	653,730,1326,1835,653,1126
22551	2,2	653,1835
22552	2,2,2	1326,1835,653
22558	4,4,4,4	2110,2953,1661,2953
22559	0,0,0	188,116,199
22569	2,2,2,2,2	4171,2371,3893,3631,1033
22578	1,1	33,3180
22586	0,0,0,0	3232,3231,3210,1406
22589	3,3	4674,4674
22596	2,2	652,2230
22600	0,0	1425,1556
22602	2,2,2,2	1888,836,1888,1554
22604	0,0,0	3592,73,785
22607	6,6,6	1410,1007,2651
22615	0,0	119,400
22625	0,0	315,192
22629	1,4	1040,4150
22632	1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1	2545,3314,728,681,3263,3264,2545,3272,567,399,232,3527,3272,3314,3264,3271,3434
22633	0,0	681,52
22635	0,0	785,199
22636	2,2	619,1509
22648	2,7,8,2,2,2,6,6	23,1106,365,1429,251,1823,860,3034
22650	0,0,0	116,785,73
22659	2,8	2635,1347
22660	2,2	348,1835
22676	6,6	85,324
22681	2,2	552,148
22686	2,2	1091,1272
22690	1,1,1,1,1,1,1,1,1,1,1,8	1274,3190,4141,3190,4675,3190,4151,4361,4151,3190,4676,3898
22701	0,0,0,0,0,0,0	155,156,3471,889,3290,10,889
22704	1,1	2486,3357
22711	8,0	2801,50
22717	2,2	1760,4009
22725	6,6,6,6	111,3312,3256,3312
22733	4,4,4,5	4150,2273,3800,4170
22738	2,0,0	4352,2214,1974
22740	0,0	1644,1817
22742	2,2	4184,1439
22743	2,2,2,2	1232,2697,4,2853
22766	5,5	2505,1756
22767	0,0,2,2,2,2	2340,3251,2442,1789,2233,4677
22770	2,2	790,588
22772	2,2,2	308,309,308
22776	8,8	2294,2083
22780	8,8	1486,2268
22787	2,2	58,852
22794	2,2	4,721
22795	2,2,2	2161,4678,2161
22796	0,0,0	567,735,3375
22800	0,0	3210,1406
22801	1,1,1	1832,2112,4376
22805	0,0,0,0,0,0,3,3,2,2,2,2	130,1817,3404,182,181,3205,2292,4674,3140,2770,1953,4679
22806	0,0,0,0,5,2,2,2,5,5,5,2	130,1817,130,3354,1411,3140,792,1020,556,913,1413,2829
22807	0,0,0,0,0	1817,3092,130,1817,3408
22808	0,0,0,0,0,0	3408,130,1817,130,3092,1817
22813	0,0,0,0	188,754,3592,199
22816	2,5	291,3188
22833	2,2,7	179,180,436
22838	5,5	4680,1631
22839	8,8,8	687,60,687
22840	0,0,0,0,0	73,74,199,439,199
22843	8,8,8,8,8	4681,4682,3956,3513,4682
22844	8,8,8	4682,2290,4682
22846	0,0,0,0,0,0,0	31,397,3289,29,46,31,397
22850	2,2,2,2,2,2,2	2316,340,349,1532,340,1510,1532
22852	1,1,1	2258,920,919
22855	2,2	3136,1702
22859	2,2,0,0	1275,475,979,1867
22862	1,1,1,1,0,1	3527,3263,3490,3780,3404,3263
22863	5,5,5	195,197,195
22867	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	3565,737,593,395,394,593,794,4472,393,795,755,3871,924,737,924
22868	1,1,0,1,1,0,1,1,0,1,0,1	593,3697,1573,395,795,3139,4472,755,682,593,1878,394
22871	2,2,2,2	999,254,1080,999
22874	6,6	1975,1976
22875	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	126,1255,402,155,156,567,2683,3045,3205,170,3242,3404,3390,170,128
22876	0,0,0,0,0,0,0,0	3205,170,400,401,169,126,3471,3723
22882	0,0,0,0	785,439,199,439
22884	0,0,0,0	73,439,199,73
22887	4,5,4	4197,1466,4197
22889	2,2	588,587
22893	8,8,8,8	4683,777,4683,4456
22894	0,0	1393,462
22899	5,5,5,5,5,5,5,5	1896,1897,4684,1897,1893,1897,1893,1897
22900	1,1	3697,3871
22903	2,2	4685,4484
22906	0,0	74,754
22907	2,2	4686,4443
22908	8,1	4687,3225
22915	2,2	875,993
22919	2,2	1209,3866
22920	2,5,2,8,8,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0	1140,3785,428,4688,943,486,2878,871,2459,283,281,287,1041,4112,979,138,3396,476,2291,476,486,283,2459
22921	2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2	926,770,4639,863,3813,633,4639,926,1593,770,863,3813,762,769,633,4689,3948,4639,4330,4690,888,863,4691,1593,4639,3948,3813
22926	2,2,5,6,0,6,2,5,6	3893,1133,1384,821,10,821,1133,1384,821
22927	1,1,1,0,1,1,1	3780,3263,3780,728,1398,3264,3780
22929	6,6,4,4,6	4419,279,3019,267,279
22931	2,0,2,0	542,287,542,288
22933	6,6,6	86,3498,86
22940	2,2	291,1369
22943	0,0,0,0,0	4145,2878,810,487,2422
22947	1,1,1,1,1,0,1,0,0,0,4,0,1,1,4,0	395,394,1274,4472,4472,4205,795,4209,1647,3139,4090,1573,394,795,4090,4205
22953	2,2,2,8,8,3,3,5,2	875,3923,3364,1390,4653,3816,3822,1459,577
22958	0,0	516,26
22960	2,2,2,2,2,2,2,2,2	3552,244,962,54,244,53,371,53,54
22961	0,0,0	199,73,30
22962	0,1,1	681,523,521
22963	2,2,2,2,2,2,2,2,2,2	1815,266,1537,1448,764,861,369,1129,1537,1448
22964	2,2,2,2,8,2	2872,3296,3297,3296,908,3296
22966	6,0	3953,516
22972	0,0,0,0,0,0,0,0,0,0,0,0,0,0	3205,3404,3242,3404,3242,3493,399,3232,3404,3242,3404,3242,129,3242
22973	2,2,2,2,2,2,2,2,2,2,2,2,2,2	4692,2159,2418,2503,3134,2218,2503,4693,2218,4693,3134,2218,3134,4693
22974	3,5,5	944,3803,1466
22977	0,0,0,0	170,128,129,130
22980	2,2,2	254,253,254
22983	0,1	3226,1040
22987	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1	2545,3807,2545,3272,3271,3314,3313,3314,3358,1147,2545,3807,2545,3263,3264,3652,3223,3527,3271,2545,3653,3561,3313,3527,3561,3653,2545,3652,3653,170,128,3205,3242,3404,126,181,3404,3223,3404,3561,3652,3653
22991	8,8	687,60
22993	6,6	707,3312
22994	0,0	30,74
22995	0,0,0,0,0	30,3343,659,3006,407
22997	2,2	1774,4694
22998	2,2,2	993,1100,1099
23001	0,0,0	1420,946,945
23003	6,6,6	4695,821,2198
23005	2,2,2,2,2,2,2,2,2,2	3540,3128,552,189,1440,1153,108,493,145,190
23016	5,5,5,5,5,5	1338,2792,1338,4696,2792,1338
23019	0,0	1647,3139
23022	2,2	220,219
23024	2,2	1220,4697
23030	2,2,2,2,2,2,2	1432,818,4034,4097,4261,4097,1432
23032	5,5	3545,3332
23034	2,2,2,2,2,2,2,2,2	798,842,2524,3024,3573,797,823,2525,1984
23035	2,2,2,8,8,5,5,5,5,5,5,7,7	3361,2967,3361,1184,3559,602,1098,602,1098,1180,602,4698,4699
23038	8,8	687,60
23042	0,0	2091,573
23049	2,2,2,2	873,4480,873,875
23050	0,1	3233,3703
23056	2,2	1510,1743
23057	0,2	889,1388
23060	0,0	1237,1740
23062	1,1	3561,3652
23064	0,0	74,73
23074	2,2	48,17
23076	0,0	3046,46
23080	5,5,5	1240,1628,1627
23081	0,0,0,0	1858,1651,183,1648
23116	2,2,2,2	2553,363,803,3942
23118	5,5	495,4201
23129	2,2,2	371,53,54
23138	5,5	3295,2762
23142	2,2	2618,2510
23155	0,0,0,0,0	3290,1245,945,155,3290
23159	1,0	3527,573
23160	5,5	4513,679
23173	0,0,0,0	3046,314,3289,29
23174	2,2,2	3481,601,4700
23175	8,8,8,8,8,8,8	4289,1183,513,1184,4701,4522,1184
23177	5,2	3394,2589
23178	2,2,0,2	1421,2964,3408,1421
23179	5,5	1225,1222
23191	5,5,5	1172,1077,1076
23192	8,8	3496,3495
23193	0,0,0	157,3321,648
23197	4,4	3957,3340
23206	5,5	671,1916
23209	0,0	122,169
23221	0,0,0,0,0	171,129,3408,3354,1230
23231	2,2	693,910
23238	2,2,2	798,3176,2526
23240	1,1,1,5	685,3531,3879,1266
23241	2,2,2,2,2,2	716,2378,1780,2378,1780,2379
23242	2,2,2,2,2,2,2	3361,2967,4241,1901,3361,4241,2967
23243	4,4,4	824,3692,824
23245	2,2,2,2	159,211,1439,1442
23256	5,5,5,5	1172,1736,1172,1736
23258	0,0	573,1406
23262	2,2,2	3361,1371,3932
23263	6,6,6,6,6,6,6,6,2,2,2,2	2496,1301,3612,1301,3612,1301,3612,1301,1814,4702,1045,1047
23265	5,5	342,724
23268	0,0,0,0,0,0,7,7	946,10,3242,512,181,182,4498,1073
23272	0,0,0	573,2091,3494
23277	0,0	116,785
23280	1,1,1,1	4703,3737,4151,4703
23285	6,6	85,3567
23288	2,2,2,2,2,2,2	1371,3758,3757,3758,3757,3932,1161
23293	0,0	754,116
23295	2,2	2739,168
23296	0,0,0,0,0,0,0,2	3290,3673,9,2214,3404,915,980,4704
23301	2,2,2,2,2,2,2	3326,3618,4521,3619,4521,4521,2178
23303	1,1	4705,1274
23306	2,2,2,2,2,2,2,2,2,2	1657,45,190,1656,1657,45,1656,1657,2512,760
23308	1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1	3490,3527,728,3703,3434,3272,3314,2545,3490,3264,3263,728,127,3434,3653,3561,3225,3578
23309	1,0,0,1	3697,3234,3233,3263
23311	2,2	3262,1444
23320	8,8	2223,1542
23325	2,2,2,2,2	948,664,3243,664,948
23326	8,8	2213,1589
23327	0,0	199,74
23329	2,2,2	180,1132,180
23332	1,1	2486,3357
23334	8,8,8,8,8,2	2086,2302,2086,1457,2302,1881
23337	4,4,1,1,1,1,1,1,1,1,1,1	510,509,1340,3190,4361,4151,523,2663,1135,2663,585,4361
23338	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	4151,3190,4141,4361,3654,4059,4676,4059,4151,4361,3654,4676,4361,3654,4676,4361,4141,4151
23339	1,1,1,1	1274,4151,3654,4151
23340	2,1,1,1,1,1,3,0,0,1	3370,1148,2545,1147,3271,2545,3822,181,182,2545
23341	1,1,1,0,0,0,0,2	3271,2545,3875,3233,512,181,182,3370
23342	8,8	2079,1800
23349	7,7,7,7,7,7,7,7,7,7,7,5,7,7,0,0	1106,1291,4706,4497,3558,1291,1626,4707,3767,4708,1071,4709,4710,4711,2255,32
23353	2,5,2,0,0,0	18,1181,1874,681,1035,681
23355	2,2,2	248,1337,248
23357	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	122,1351,3437,1261,927,2972,3205,3404,1740,123,3235,3724,501,1351,501
23365	0,0	3354,3242
23367	2,2,2,2,2,2,2,2,2,2,2	4460,572,211,948,3243,594,855,1091,1095,1093,1272
